"SRQID","DRQID"
"srqid730","drqid94"
"srqid730","drqid1670"
"srqid730","drqid2127"
"srqid730","drqid1961"
"srqid731","drqid672"
"srqid731","drqid599"
"srqid731","drqid765"
"srqid731","drqid1133"
"srqid732","drqid155"
"srqid732","drqid2127"
"srqid732","drqid177"
"srqid732","drqid3057"
"srqid732","drqid3662"
"srqid733","drqid2189"
"srqid733","drqid2909"
"srqid733","drqid2828"
"srqid734","drqid1776"
"srqid734","drqid728"
"srqid734","drqid670"
"srqid734","drqid781"
"srqid734","drqid3673"
"srqid734","drqid457"
"srqid734","drqid1200"
"srqid735","drqid2620"
"srqid735","drqid3082"
"srqid735","drqid2908"
"srqid735","drqid978"
"srqid735","drqid218"
"srqid736","drqid2679"
"srqid736","drqid712"
"srqid736","drqid846"
"srqid736","drqid2064"
"srqid736","drqid464"
"srqid736","drqid2865"
"srqid736","drqid2949"
"srqid737","drqid3307"
"srqid737","drqid3919"
"srqid737","drqid49"
"srqid737","drqid808"
"srqid737","drqid825"
"srqid737","drqid2446"
"srqid737","drqid3286"
"srqid737","drqid3756"
"srqid737","drqid518"
"srqid737","drqid659"
"srqid738","drqid2353"
"srqid738","drqid3944"
"srqid738","drqid718"
"srqid738","drqid1295"
"srqid738","drqid3126"
"srqid738","drqid3171"
"srqid738","drqid1049"
"srqid738","drqid2777"
"srqid739","drqid1874"
"srqid739","drqid3403"
"srqid739","drqid1316"
"srqid739","drqid413"
"srqid739","drqid3435"
"srqid740","drqid2016"
"srqid740","drqid3952"
"srqid740","drqid242"
"srqid740","drqid1773"
"srqid740","drqid2520"
"srqid740","drqid721"
"srqid740","drqid2248"
"srqid741","drqid1969"
"srqid741","drqid2747"
"srqid741","drqid1091"
"srqid741","drqid420"
"srqid741","drqid398"
"srqid741","drqid2990"
"srqid742","drqid2650"
"srqid742","drqid2911"
"srqid742","drqid971"
"srqid742","drqid2456"
"srqid742","drqid3267"
"srqid742","drqid3664"
"srqid743","drqid2000"
"srqid743","drqid2484"
"srqid743","drqid1248"
"srqid744","drqid3297"
"srqid744","drqid199"
"srqid744","drqid3954"
"srqid744","drqid2280"
"srqid744","drqid2447"
"srqid744","drqid2412"
"srqid744","drqid941"
"srqid744","drqid2585"
"srqid744","drqid3882"
"srqid744","drqid1020"
"srqid744","drqid3394"
"srqid744","drqid808"
"srqid744","drqid1493"
"srqid744","drqid2087"
"srqid745","drqid215"
"srqid745","drqid440"
"srqid745","drqid3565"
"srqid745","drqid747"
"srqid745","drqid3007"
"srqid745","drqid1577"
"srqid745","drqid2415"
"srqid746","drqid1940"
"srqid746","drqid2419"
"srqid746","drqid396"
"srqid746","drqid705"
"srqid746","drqid199"
"srqid746","drqid2210"
"srqid747","drqid3297"
"srqid747","drqid3279"
"srqid747","drqid3480"
"srqid747","drqid175"
"srqid747","drqid3086"
"srqid747","drqid2042"
"srqid747","drqid2195"
"srqid747","drqid2864"
"srqid748","drqid1949"
"srqid748","drqid1080"
"srqid749","drqid1696"
"srqid749","drqid1790"
"srqid749","drqid23"
"srqid749","drqid3156"
"srqid749","drqid3997"
"srqid750","drqid1001"
"srqid750","drqid3770"
"srqid750","drqid3808"
"srqid750","drqid1217"
"srqid750","drqid2975"
"srqid750","drqid3860"
"srqid750","drqid2741"
"srqid750","drqid3579"
"srqid751","drqid1423"
"srqid751","drqid2731"
"srqid751","drqid107"
"srqid751","drqid2556"
"srqid751","drqid529"
"srqid751","drqid2006"
"srqid751","drqid3791"
"srqid751","drqid3799"
"srqid752","drqid275"
"srqid752","drqid613"
"srqid752","drqid2335"
"srqid753","drqid1069"
"srqid753","drqid1553"
"srqid753","drqid2255"
"srqid753","drqid1836"
"srqid753","drqid2720"
"srqid753","drqid2700"
"srqid753","drqid48"
"srqid754","drqid408"
"srqid754","drqid3766"
"srqid754","drqid1452"
"srqid754","drqid342"
"srqid755","drqid688"
"srqid755","drqid2294"
"srqid755","drqid2503"
"srqid755","drqid2161"
"srqid755","drqid492"
"srqid756","drqid2176"
"srqid756","drqid640"
"srqid756","drqid2976"
"srqid756","drqid1383"
"srqid757","drqid1190"
"srqid757","drqid1737"
"srqid757","drqid3454"
"srqid757","drqid968"
"srqid757","drqid3219"
"srqid758","drqid1173"
"srqid758","drqid1780"
"srqid758","drqid313"
"srqid759","drqid1493"
"srqid759","drqid2114"
"srqid759","drqid745"
"srqid759","drqid2075"
"srqid759","drqid3290"
"srqid759","drqid3576"
"srqid759","drqid1269"
"srqid759","drqid2630"
"srqid759","drqid3388"
"srqid759","drqid3488"
"srqid759","drqid1955"
"srqid759","drqid2849"
"srqid760","drqid1069"
"srqid760","drqid1369"
"srqid760","drqid1818"
"srqid760","drqid2877"
"srqid760","drqid684"
"srqid760","drqid3038"
"srqid760","drqid3597"
"srqid761","drqid468"
"srqid761","drqid616"
"srqid761","drqid295"
"srqid761","drqid3053"
"srqid761","drqid2848"
"srqid761","drqid3782"
"srqid761","drqid1247"
"srqid761","drqid3223"
"srqid762","drqid315"
"srqid762","drqid3544"
"srqid762","drqid1652"
"srqid763","drqid3546"
"srqid763","drqid3749"
"srqid763","drqid3089"
"srqid763","drqid2378"
"srqid763","drqid940"
"srqid764","drqid504"
"srqid764","drqid2605"
"srqid764","drqid3866"
"srqid764","drqid3936"
"srqid764","drqid1455"
"srqid764","drqid22"
"srqid764","drqid42"
"srqid764","drqid1662"
"srqid764","drqid3934"
"srqid765","drqid2691"
"srqid765","drqid281"
"srqid765","drqid2156"
"srqid765","drqid1579"
"srqid765","drqid3256"
"srqid765","drqid2323"
"srqid766","drqid2769"
"srqid766","drqid458"
"srqid766","drqid753"
"srqid766","drqid3915"
"srqid767","drqid1166"
"srqid767","drqid149"
"srqid767","drqid1811"
"srqid767","drqid1059"
"srqid767","drqid3796"
"srqid767","drqid3844"
"srqid768","drqid3221"
"srqid768","drqid909"
"srqid768","drqid1076"
"srqid768","drqid365"
"srqid769","drqid2913"
"srqid769","drqid3835"
"srqid769","drqid2621"
"srqid770","drqid630"
"srqid770","drqid1647"
"srqid770","drqid3253"
"srqid770","drqid1883"
"srqid770","drqid3271"
"srqid771","drqid3774"
"srqid771","drqid1591"
"srqid771","drqid3908"
"srqid772","drqid1142"
"srqid772","drqid3200"
"srqid772","drqid2433"
"srqid772","drqid2610"
"srqid772","drqid3147"
"srqid773","drqid1023"
"srqid773","drqid918"
"srqid773","drqid214"
"srqid773","drqid3330"
"srqid773","drqid1099"
"srqid773","drqid251"
"srqid773","drqid1407"
"srqid774","drqid1491"
"srqid774","drqid865"
"srqid774","drqid2583"
"srqid774","drqid2737"
"srqid774","drqid2365"
"srqid774","drqid2002"
"srqid774","drqid3475"
"srqid775","drqid2305"
"srqid775","drqid1097"
"srqid775","drqid292"
"srqid775","drqid2423"
"srqid776","drqid1636"
"srqid776","drqid686"
"srqid777","drqid2159"
"srqid777","drqid3706"
"srqid777","drqid2116"
"srqid777","drqid3195"
"srqid777","drqid1319"
"srqid777","drqid1404"
"srqid778","drqid2116"
"srqid778","drqid2491"
"srqid778","drqid2883"
"srqid778","drqid1601"
"srqid778","drqid3469"
"srqid778","drqid1061"
"srqid778","drqid2111"
"srqid778","drqid3061"
"srqid779","drqid135"
"srqid779","drqid2152"
"srqid779","drqid2469"
"srqid779","drqid1425"
"srqid779","drqid1956"
"srqid780","drqid3223"
"srqid780","drqid3600"
"srqid780","drqid1557"
"srqid780","drqid363"
"srqid780","drqid2913"
"srqid780","drqid1768"
"srqid780","drqid3256"
"srqid780","drqid3043"
"srqid780","drqid2399"
"srqid780","drqid2481"
"srqid780","drqid808"
"srqid780","drqid825"
"srqid781","drqid1226"
"srqid781","drqid3194"
"srqid781","drqid1498"
"srqid781","drqid2447"
"srqid782","drqid311"
"srqid782","drqid2335"
"srqid783","drqid3453"
"srqid783","drqid1739"
"srqid783","drqid2656"
"srqid783","drqid1070"
"srqid783","drqid1212"
"srqid784","drqid2186"
"srqid784","drqid747"
"srqid784","drqid294"
"srqid784","drqid3949"
"srqid785","drqid749"
"srqid785","drqid2213"
"srqid785","drqid284"
"srqid785","drqid572"
"srqid785","drqid1074"
"srqid785","drqid3640"
"srqid785","drqid1802"
"srqid785","drqid5"
"srqid786","drqid2136"
"srqid786","drqid327"
"srqid786","drqid1407"
"srqid787","drqid2329"
"srqid787","drqid824"
"srqid787","drqid1198"
"srqid787","drqid1079"
"srqid788","drqid3507"
"srqid788","drqid686"
"srqid788","drqid1574"
"srqid788","drqid2090"
"srqid788","drqid3351"
"srqid789","drqid1255"
"srqid789","drqid592"
"srqid789","drqid3137"
"srqid789","drqid3718"
"srqid789","drqid2249"
"srqid789","drqid2546"
"srqid790","drqid3464"
"srqid790","drqid661"
"srqid790","drqid1644"
"srqid790","drqid1270"
"srqid790","drqid364"
"srqid790","drqid2136"
"srqid790","drqid3081"
"srqid790","drqid505"
"srqid791","drqid3098"
"srqid791","drqid2529"
"srqid791","drqid2732"
"srqid791","drqid104"
"srqid791","drqid2119"
"srqid791","drqid975"
"srqid792","drqid1627"
"srqid792","drqid3641"
"srqid792","drqid928"
"srqid792","drqid255"
"srqid793","drqid1582"
"srqid793","drqid1758"
"srqid793","drqid1280"
"srqid793","drqid1894"
"srqid793","drqid1563"
"srqid793","drqid2069"
"srqid794","drqid3485"
"srqid794","drqid2984"
"srqid794","drqid3324"
"srqid794","drqid3246"
"srqid795","drqid785"
"srqid795","drqid2485"
"srqid795","drqid806"
"srqid795","drqid1145"
"srqid795","drqid3931"
"srqid796","drqid2168"
"srqid796","drqid272"
"srqid796","drqid1118"
"srqid796","drqid2626"
"srqid796","drqid3275"
"srqid797","drqid1162"
"srqid797","drqid243"
"srqid797","drqid1679"
"srqid797","drqid987"
"srqid797","drqid2707"
"srqid798","drqid2851"
"srqid798","drqid3367"
"srqid798","drqid3895"
"srqid798","drqid2690"
"srqid798","drqid3849"
"srqid798","drqid780"
"srqid798","drqid846"
"srqid798","drqid205"
"srqid798","drqid633"
"srqid798","drqid882"
"srqid799","drqid3531"
"srqid799","drqid3756"
"srqid799","drqid3464"
"srqid799","drqid661"
"srqid799","drqid3702"
"srqid799","drqid333"
"srqid799","drqid347"
"srqid800","drqid749"
"srqid800","drqid2929"
"srqid800","drqid3719"
"srqid800","drqid3967"
"srqid800","drqid1449"
"srqid800","drqid2417"
"srqid800","drqid2956"
"srqid801","drqid1174"
"srqid801","drqid1792"
"srqid801","drqid2933"
"srqid801","drqid70"
"srqid802","drqid1587"
"srqid802","drqid2989"
"srqid802","drqid384"
"srqid802","drqid1962"
"srqid802","drqid1565"
"srqid803","drqid311"
"srqid803","drqid2289"
"srqid803","drqid2535"
"srqid803","drqid1248"
"srqid803","drqid374"
"srqid803","drqid1737"
"srqid803","drqid257"
"srqid804","drqid676"
"srqid804","drqid808"
"srqid804","drqid825"
"srqid805","drqid3568"
"srqid805","drqid2102"
"srqid805","drqid2750"
"srqid806","drqid467"
"srqid806","drqid3890"
"srqid807","drqid140"
"srqid807","drqid1100"
"srqid807","drqid1523"
"srqid807","drqid2147"
"srqid808","drqid1843"
"srqid808","drqid1869"
"srqid808","drqid3150"
"srqid808","drqid596"
"srqid809","drqid3776"
"srqid809","drqid1841"
"srqid809","drqid348"
"srqid809","drqid1000"
"srqid809","drqid2013"
"srqid810","drqid1213"
"srqid810","drqid900"
"srqid810","drqid2101"
"srqid810","drqid1263"
"srqid810","drqid3361"
"srqid810","drqid3413"
"srqid811","drqid1286"
"srqid811","drqid34"
"srqid811","drqid762"
"srqid811","drqid1027"
"srqid811","drqid781"
"srqid811","drqid1745"
"srqid811","drqid2316"
"srqid811","drqid2685"
"srqid811","drqid3613"
"srqid812","drqid3682"
"srqid812","drqid775"
"srqid812","drqid276"
"srqid812","drqid660"
"srqid812","drqid3531"
"srqid812","drqid137"
"srqid812","drqid3347"
"srqid813","drqid1557"
"srqid813","drqid3883"
"srqid813","drqid551"
"srqid813","drqid1497"
"srqid813","drqid769"
"srqid813","drqid2328"
"srqid814","drqid3464"
"srqid814","drqid2014"
"srqid814","drqid3213"
"srqid814","drqid1940"
"srqid814","drqid418"
"srqid815","drqid2371"
"srqid815","drqid444"
"srqid815","drqid3559"
"srqid815","drqid719"
"srqid815","drqid1199"
"srqid815","drqid1351"
"srqid815","drqid1885"
"srqid815","drqid2687"
"srqid815","drqid3154"
"srqid816","drqid1205"
"srqid816","drqid1528"
"srqid816","drqid2420"
"srqid816","drqid104"
"srqid816","drqid3567"
"srqid816","drqid3596"
"srqid816","drqid3047"
"srqid816","drqid898"
"srqid817","drqid1796"
"srqid817","drqid3012"
"srqid817","drqid3777"
"srqid817","drqid1668"
"srqid817","drqid2363"
"srqid818","drqid1501"
"srqid818","drqid1301"
"srqid818","drqid976"
"srqid818","drqid1289"
"srqid818","drqid2233"
"srqid818","drqid1260"
"srqid818","drqid2813"
"srqid818","drqid875"
"srqid819","drqid3713"
"srqid819","drqid2169"
"srqid820","drqid3157"
"srqid820","drqid3520"
"srqid820","drqid3901"
"srqid820","drqid497"
"srqid820","drqid2820"
"srqid820","drqid3496"
"srqid821","drqid3179"
"srqid821","drqid3641"
"srqid821","drqid1333"
"srqid821","drqid3182"
"srqid821","drqid3930"
"srqid821","drqid999"
"srqid822","drqid646"
"srqid822","drqid1377"
"srqid822","drqid562"
"srqid822","drqid1032"
"srqid822","drqid3537"
"srqid822","drqid1432"
"srqid822","drqid2482"
"srqid822","drqid1965"
"srqid822","drqid3547"
"srqid822","drqid3301"
"srqid823","drqid2798"
"srqid823","drqid812"
"srqid823","drqid2054"
"srqid823","drqid2837"
"srqid823","drqid2805"
"srqid824","drqid2456"
"srqid824","drqid3267"
"srqid824","drqid3664"
"srqid824","drqid2116"
"srqid824","drqid3195"
"srqid824","drqid3719"
"srqid825","drqid2684"
"srqid825","drqid1064"
"srqid825","drqid1935"
"srqid825","drqid212"
"srqid825","drqid24"
"srqid825","drqid837"
"srqid826","drqid112"
"srqid826","drqid3060"
"srqid826","drqid721"
"srqid826","drqid3774"
"srqid826","drqid3402"
"srqid826","drqid234"
"srqid826","drqid2479"
"srqid826","drqid410"
"srqid827","drqid1423"
"srqid827","drqid2731"
"srqid827","drqid1325"
"srqid827","drqid2600"
"srqid827","drqid1245"
"srqid827","drqid3230"
"srqid827","drqid821"
"srqid828","drqid1423"
"srqid828","drqid2731"
"srqid828","drqid1746"
"srqid828","drqid1905"
"srqid828","drqid951"
"srqid829","drqid839"
"srqid829","drqid1232"
"srqid829","drqid2284"
"srqid829","drqid3157"
"srqid829","drqid3520"
"srqid829","drqid3901"
"srqid830","drqid1377"
"srqid830","drqid562"
"srqid830","drqid1327"
"srqid830","drqid1166"
"srqid830","drqid2126"
"srqid830","drqid2856"
"srqid830","drqid967"
"srqid830","drqid1049"
"srqid830","drqid2777"
"srqid830","drqid1768"
"srqid831","drqid127"
"srqid831","drqid1553"
"srqid831","drqid1607"
"srqid831","drqid1050"
"srqid831","drqid1891"
"srqid831","drqid1268"
"srqid831","drqid3406"
"srqid831","drqid231"
"srqid831","drqid917"
"srqid832","drqid161"
"srqid832","drqid2306"
"srqid832","drqid2810"
"srqid832","drqid155"
"srqid832","drqid2127"
"srqid833","drqid2968"
"srqid833","drqid3768"
"srqid833","drqid1333"
"srqid833","drqid1851"
"srqid833","drqid423"
"srqid833","drqid556"
"srqid833","drqid1633"
"srqid833","drqid2234"
"srqid834","drqid2607"
"srqid834","drqid3559"
"srqid834","drqid487"
"srqid834","drqid3129"
"srqid834","drqid3679"
"srqid835","drqid1008"
"srqid835","drqid947"
"srqid835","drqid1262"
"srqid835","drqid565"
"srqid835","drqid1763"
"srqid835","drqid3296"
"srqid835","drqid3713"
"srqid836","drqid684"
"srqid836","drqid1999"
"srqid836","drqid2106"
"srqid836","drqid2743"
"srqid837","drqid2186"
"srqid837","drqid747"
"srqid837","drqid2838"
"srqid837","drqid3471"
"srqid837","drqid2318"
"srqid837","drqid766"
"srqid837","drqid3858"
"srqid838","drqid766"
"srqid838","drqid2539"
"srqid838","drqid957"
"srqid838","drqid2843"
"srqid838","drqid3420"
"srqid838","drqid1070"
"srqid838","drqid1212"
"srqid839","drqid1545"
"srqid839","drqid1585"
"srqid839","drqid1612"
"srqid839","drqid1090"
"srqid840","drqid1729"
"srqid840","drqid198"
"srqid840","drqid638"
"srqid840","drqid3089"
"srqid840","drqid801"
"srqid840","drqid1841"
"srqid840","drqid348"
"srqid841","drqid2368"
"srqid841","drqid708"
"srqid842","drqid901"
"srqid842","drqid2996"
"srqid842","drqid670"
"srqid842","drqid2418"
"srqid842","drqid39"
"srqid842","drqid3461"
"srqid842","drqid3604"
"srqid842","drqid2784"
"srqid842","drqid2412"
"srqid842","drqid941"
"srqid842","drqid794"
"srqid842","drqid837"
"srqid843","drqid124"
"srqid843","drqid1630"
"srqid843","drqid2847"
"srqid843","drqid407"
"srqid843","drqid135"
"srqid843","drqid748"
"srqid843","drqid925"
"srqid844","drqid1984"
"srqid844","drqid2009"
"srqid844","drqid3890"
"srqid844","drqid2561"
"srqid845","drqid1014"
"srqid845","drqid1271"
"srqid845","drqid1319"
"srqid845","drqid1171"
"srqid845","drqid1992"
"srqid846","drqid1449"
"srqid846","drqid1020"
"srqid846","drqid378"
"srqid846","drqid3559"
"srqid846","drqid719"
"srqid846","drqid1689"
"srqid846","drqid2784"
"srqid847","drqid1838"
"srqid847","drqid1861"
"srqid847","drqid2679"
"srqid847","drqid712"
"srqid847","drqid846"
"srqid847","drqid2134"
"srqid847","drqid782"
"srqid848","drqid3946"
"srqid848","drqid95"
"srqid848","drqid1042"
"srqid848","drqid2184"
"srqid848","drqid2918"
"srqid848","drqid2922"
"srqid848","drqid2008"
"srqid848","drqid2351"
"srqid849","drqid1035"
"srqid849","drqid1513"
"srqid849","drqid1666"
"srqid849","drqid1170"
"srqid849","drqid2469"
"srqid850","drqid2328"
"srqid850","drqid1112"
"srqid850","drqid3691"
"srqid851","drqid858"
"srqid851","drqid885"
"srqid851","drqid475"
"srqid852","drqid2116"
"srqid852","drqid798"
"srqid852","drqid943"
"srqid852","drqid1515"
"srqid852","drqid1528"
"srqid852","drqid2664"
"srqid852","drqid3105"
"srqid852","drqid2552"
"srqid852","drqid3479"
"srqid852","drqid3809"
"srqid852","drqid884"
"srqid853","drqid2769"
"srqid853","drqid458"
"srqid853","drqid1171"
"srqid853","drqid1385"
"srqid853","drqid3338"
"srqid854","drqid3615"
"srqid854","drqid1305"
"srqid854","drqid3398"
"srqid854","drqid3745"
"srqid855","drqid3220"
"srqid855","drqid2407"
"srqid855","drqid3427"
"srqid855","drqid667"
"srqid856","drqid2682"
"srqid856","drqid1160"
"srqid856","drqid60"
"srqid856","drqid2249"
"srqid856","drqid22"
"srqid856","drqid2708"
"srqid856","drqid1385"
"srqid856","drqid2735"
"srqid857","drqid2955"
"srqid857","drqid3668"
"srqid857","drqid3718"
"srqid858","drqid3056"
"srqid858","drqid542"
"srqid858","drqid156"
"srqid858","drqid428"
"srqid858","drqid2357"
"srqid858","drqid3008"
"srqid859","drqid2779"
"srqid859","drqid3626"
"srqid859","drqid2181"
"srqid859","drqid3046"
"srqid859","drqid720"
"srqid859","drqid162"
"srqid859","drqid2862"
"srqid860","drqid1679"
"srqid860","drqid2548"
"srqid860","drqid3435"
"srqid860","drqid1164"
"srqid860","drqid1747"
"srqid860","drqid3616"
"srqid860","drqid3749"
"srqid860","drqid3946"
"srqid860","drqid578"
"srqid861","drqid2999"
"srqid861","drqid3858"
"srqid861","drqid909"
"srqid861","drqid3920"
"srqid861","drqid2092"
"srqid862","drqid3753"
"srqid862","drqid3850"
"srqid862","drqid2168"
"srqid862","drqid272"
"srqid862","drqid1573"
"srqid862","drqid2331"
"srqid862","drqid2874"
"srqid862","drqid336"
"srqid862","drqid3461"
"srqid863","drqid1254"
"srqid863","drqid26"
"srqid863","drqid142"
"srqid863","drqid339"
"srqid863","drqid337"
"srqid863","drqid556"
"srqid863","drqid2568"
"srqid863","drqid1916"
"srqid863","drqid2293"
"srqid863","drqid2446"
"srqid863","drqid3286"
"srqid864","drqid2353"
"srqid864","drqid3160"
"srqid864","drqid3341"
"srqid864","drqid1128"
"srqid864","drqid3903"
"srqid864","drqid1455"
"srqid864","drqid22"
"srqid864","drqid42"
"srqid865","drqid1013"
"srqid865","drqid180"
"srqid865","drqid1899"
"srqid865","drqid543"
"srqid865","drqid1197"
"srqid865","drqid1762"
"srqid866","drqid2551"
"srqid866","drqid1053"
"srqid866","drqid2736"
"srqid866","drqid725"
"srqid866","drqid778"
"srqid867","drqid1159"
"srqid867","drqid525"
"srqid867","drqid1264"
"srqid867","drqid145"
"srqid867","drqid2645"
"srqid868","drqid2240"
"srqid868","drqid2473"
"srqid868","drqid3046"
"srqid868","drqid3719"
"srqid868","drqid2787"
"srqid869","drqid2638"
"srqid869","drqid3867"
"srqid869","drqid2058"
"srqid869","drqid2695"
"srqid869","drqid2119"
"srqid869","drqid975"
"srqid869","drqid2833"
"srqid870","drqid3307"
"srqid870","drqid3637"
"srqid870","drqid921"
"srqid871","drqid1175"
"srqid871","drqid323"
"srqid871","drqid1755"
"srqid871","drqid1750"
"srqid871","drqid87"
"srqid871","drqid3104"
"srqid872","drqid3461"
"srqid872","drqid3604"
"srqid872","drqid3424"
"srqid872","drqid161"
"srqid872","drqid2565"
"srqid872","drqid477"
"srqid873","drqid1501"
"srqid873","drqid3426"
"srqid874","drqid1454"
"srqid874","drqid757"
"srqid874","drqid1285"
"srqid874","drqid3567"
"srqid875","drqid2297"
"srqid875","drqid3727"
"srqid875","drqid2417"
"srqid875","drqid2956"
"srqid876","drqid3046"
"srqid876","drqid3996"
"srqid876","drqid137"
"srqid876","drqid646"
"srqid876","drqid2187"
"srqid876","drqid871"
"srqid876","drqid2843"
"srqid876","drqid3420"
"srqid877","drqid269"
"srqid877","drqid631"
"srqid877","drqid215"
"srqid877","drqid440"
"srqid877","drqid1078"
"srqid877","drqid296"
"srqid878","drqid1183"
"srqid878","drqid231"
"srqid878","drqid3585"
"srqid878","drqid1768"
"srqid878","drqid3687"
"srqid878","drqid2349"
"srqid878","drqid3258"
"srqid878","drqid710"
"srqid878","drqid2402"
"srqid879","drqid718"
"srqid879","drqid959"
"srqid879","drqid278"
"srqid879","drqid3071"
"srqid879","drqid1263"
"srqid880","drqid1722"
"srqid880","drqid1243"
"srqid880","drqid2704"
"srqid881","drqid2639"
"srqid881","drqid3115"
"srqid881","drqid1599"
"srqid881","drqid2462"
"srqid881","drqid938"
"srqid881","drqid3700"
"srqid882","drqid701"
"srqid882","drqid1007"
"srqid882","drqid2682"
"srqid883","drqid1871"
"srqid883","drqid1890"
"srqid883","drqid198"
"srqid883","drqid638"
"srqid884","drqid313"
"srqid884","drqid3649"
"srqid884","drqid1278"
"srqid884","drqid3235"
"srqid884","drqid3973"
"srqid884","drqid517"
"srqid884","drqid3565"
"srqid884","drqid747"
"srqid884","drqid700"
"srqid885","drqid3934"
"srqid885","drqid2873"
"srqid885","drqid1403"
"srqid885","drqid171"
"srqid885","drqid253"
"srqid885","drqid3994"
"srqid885","drqid1090"
"srqid885","drqid3519"
"srqid885","drqid2983"
"srqid885","drqid205"
"srqid885","drqid633"
"srqid885","drqid882"
"srqid885","drqid1565"
"srqid885","drqid3136"
"srqid886","drqid1893"
"srqid886","drqid2317"
"srqid886","drqid1389"
"srqid886","drqid879"
"srqid886","drqid1885"
"srqid886","drqid2687"
"srqid886","drqid3154"
"srqid887","drqid166"
"srqid887","drqid304"
"srqid887","drqid1760"
"srqid887","drqid1199"
"srqid888","drqid420"
"srqid888","drqid1899"
"srqid888","drqid543"
"srqid888","drqid1607"
"srqid888","drqid1982"
"srqid888","drqid614"
"srqid888","drqid1448"
"srqid888","drqid2324"
"srqid888","drqid3637"
"srqid888","drqid921"
"srqid889","drqid3373"
"srqid889","drqid3344"
"srqid889","drqid2090"
"srqid889","drqid3351"
"srqid889","drqid2592"
"srqid889","drqid3700"
"srqid890","drqid1387"
"srqid890","drqid3224"
"srqid890","drqid1027"
"srqid890","drqid781"
"srqid890","drqid1633"
"srqid890","drqid2083"
"srqid890","drqid280"
"srqid891","drqid1630"
"srqid891","drqid2286"
"srqid891","drqid3391"
"srqid891","drqid3767"
"srqid891","drqid865"
"srqid891","drqid3399"
"srqid891","drqid351"
"srqid891","drqid3692"
"srqid892","drqid3063"
"srqid892","drqid1129"
"srqid892","drqid3098"
"srqid892","drqid1098"
"srqid892","drqid1532"
"srqid892","drqid1270"
"srqid892","drqid364"
"srqid892","drqid337"
"srqid893","drqid220"
"srqid893","drqid3720"
"srqid893","drqid1825"
"srqid893","drqid2616"
"srqid893","drqid3454"
"srqid893","drqid968"
"srqid893","drqid2221"
"srqid893","drqid1126"
"srqid893","drqid2992"
"srqid893","drqid3860"
"srqid893","drqid1796"
"srqid893","drqid1090"
"srqid893","drqid1475"
"srqid893","drqid1536"
"srqid893","drqid162"
"srqid894","drqid162"
"srqid894","drqid1783"
"srqid894","drqid971"
"srqid894","drqid3027"
"srqid894","drqid3221"
"srqid894","drqid909"
"srqid894","drqid1214"
"srqid894","drqid1898"
"srqid894","drqid2608"
"srqid894","drqid957"
"srqid894","drqid1062"
"srqid894","drqid1858"
"srqid895","drqid3808"
"srqid895","drqid3413"
"srqid895","drqid344"
"srqid896","drqid2200"
"srqid896","drqid269"
"srqid896","drqid184"
"srqid896","drqid385"
"srqid896","drqid1326"
"srqid897","drqid1206"
"srqid897","drqid1472"
"srqid897","drqid330"
"srqid897","drqid775"
"srqid897","drqid3949"
"srqid897","drqid3962"
"srqid897","drqid50"
"srqid898","drqid3063"
"srqid898","drqid562"
"srqid898","drqid957"
"srqid898","drqid705"
"srqid898","drqid2433"
"srqid898","drqid3981"
"srqid898","drqid1171"
"srqid898","drqid1992"
"srqid899","drqid3424"
"srqid899","drqid3963"
"srqid899","drqid2356"
"srqid899","drqid2388"
"srqid899","drqid1864"
"srqid899","drqid3871"
"srqid900","drqid2849"
"srqid900","drqid630"
"srqid900","drqid2744"
"srqid900","drqid2277"
"srqid900","drqid2378"
"srqid901","drqid1746"
"srqid901","drqid2705"
"srqid901","drqid3756"
"srqid902","drqid1951"
"srqid902","drqid2422"
"srqid902","drqid3239"
"srqid902","drqid341"
"srqid902","drqid768"
"srqid903","drqid3924"
"srqid903","drqid2693"
"srqid903","drqid2570"
"srqid903","drqid3566"
"srqid903","drqid739"
"srqid904","drqid3250"
"srqid904","drqid502"
"srqid904","drqid2423"
"srqid905","drqid1067"
"srqid905","drqid335"
"srqid905","drqid1413"
"srqid905","drqid1773"
"srqid905","drqid2520"
"srqid905","drqid721"
"srqid905","drqid2299"
"srqid905","drqid2491"
"srqid906","drqid3428"
"srqid906","drqid633"
"srqid906","drqid1264"
"srqid906","drqid2505"
"srqid906","drqid2063"
"srqid907","drqid1295"
"srqid907","drqid3382"
"srqid907","drqid3445"
"srqid907","drqid3733"
"srqid907","drqid165"
"srqid907","drqid2030"
"srqid908","drqid2472"
"srqid908","drqid2665"
"srqid908","drqid1450"
"srqid908","drqid3301"
"srqid908","drqid58"
"srqid908","drqid3064"
"srqid909","drqid1833"
"srqid909","drqid2836"
"srqid909","drqid798"
"srqid909","drqid943"
"srqid909","drqid205"
"srqid909","drqid633"
"srqid909","drqid882"
"srqid909","drqid3424"
"srqid910","drqid1113"
"srqid910","drqid3581"
"srqid910","drqid3668"
"srqid910","drqid3503"
"srqid910","drqid3240"
"srqid911","drqid313"
"srqid911","drqid3649"
"srqid911","drqid3373"
"srqid911","drqid3446"
"srqid911","drqid759"
"srqid911","drqid1126"
"srqid911","drqid2992"
"srqid911","drqid3860"
"srqid911","drqid1539"
"srqid911","drqid160"
"srqid911","drqid210"
"srqid912","drqid1605"
"srqid912","drqid2800"
