"SUBCOMPONENTID","COMPONENTID"
"SCP1370","CP66"
"SCP1375","CP7133"
"SCP1375","CP3940"
"SCP1375","CP3270"
"SCP1376","CP25"
"SCP1377","CP12"
"SCP1378","CP7863"
"SCP1378","CP1542"
"SCP1378","CP9811"
"SCP1380","CP5524"
"SCP1380","CP3051"
"SCP1380","CP6527"
"SCP1381","CP40"
"SCP1384","CP8992"
"SCP1384","CP1484"
"SCP1384","CP4402"
"SCP1386","CP10"
"SCP1393","CP45"
"SCP1394","CP70"
"SCP1395","CP37"
"SCP1401","CP9"
"SCP1402","CP6"
"SCP1403","CP12"
"SCP1407","CP4568"
"SCP1407","CP6817"
"SCP1407","CP6720"
"SCP1411","CP46"
"SCP1412","CP4121"
"SCP1412","CP3163"
"SCP1412","CP8608"
"SCP1414","CP12"
"SCP1420","CP30"
"SCP1424","CP4944"
"SCP1424","CP7030"
"SCP1424","CP9416"
"SCP1425","CP3087"
"SCP1425","CP2162"
"SCP1425","CP9441"
"SCP1426","CP9300"
"SCP1426","CP4886"
"SCP1426","CP5222"
"SCP1427","CP16"
"SCP1428","CP25"
"SCP1431","CP7859"
"SCP1431","CP720"
"SCP1431","CP4757"
"SCP1432","CP6132"
"SCP1432","CP5083"
"SCP1432","CP6328"
"SCP1435","CP2756"
"SCP1435","CP4804"
"SCP1435","CP4403"
"SCP1436","CP57"
"SCP1439","CP3640"
"SCP1439","CP1984"
"SCP1439","CP4741"
"SCP1442","CP5241"
"SCP1442","CP8688"
"SCP1442","CP9930"
"SCP1443","CP6632"
"SCP1443","CP2143"
"SCP1443","CP7983"
"SCP1450","CP1"
"SCP1455","CP21"
"SCP1456","CP70"
"SCP1457","CP47"
"SCP1462","CP7885"
"SCP1462","CP87"
"SCP1462","CP4341"
"SCP1464","CP37"
"SCP1467","CP1068"
"SCP1467","CP1329"
"SCP1467","CP8927"
"SCP1468","CP460"
"SCP1468","CP7853"
"SCP1468","CP854"
"SCP1469","CP6609"
"SCP1469","CP4706"
"SCP1469","CP312"
"SCP1471","CP1340"
"SCP1471","CP7714"
"SCP1471","CP9250"
"SCP1472","CP37"
"SCP1473","CP6"
"SCP1482","CP20"
"SCP1483","CP11"
"SCP1484","CP2851"
"SCP1484","CP777"
"SCP1484","CP2973"
"SCP1486","CP63"
"SCP1489","CP66"
"SCP1498","CP7679"
"SCP1498","CP3332"
"SCP1498","CP9639"
"SCP1499","CP31"
"SCP1504","CP39"
"SCP1508","CP23"
"SCP1511","CP3575"
"SCP1511","CP5172"
"SCP1511","CP6182"
"SCP1512","CP67"
"SCP1513","CP56"
"SCP1514","CP30"
"SCP1515","CP2638"
"SCP1515","CP3283"
"SCP1515","CP104"
"SCP1522","CP18"
"SCP1524","CP1763"
"SCP1524","CP1729"
"SCP1524","CP7383"
"SCP1525","CP34"
"SCP1530","CP62"
"SCP1531","CP1527"
"SCP1531","CP6785"
"SCP1531","CP2441"
"SCP1536","CP3744"
"SCP1536","CP6835"
"SCP1536","CP742"
"SCP1537","CP33"
"SCP1538","CP15"
"SCP1539","CP49"
"SCP1541","CP1942"
"SCP1541","CP3780"
"SCP1541","CP265"
"SCP1545","CP64"
"SCP1546","CP5738"
"SCP1546","CP4721"
"SCP1546","CP6100"
"SCP1548","CP2821"
"SCP1548","CP7756"
"SCP1548","CP7918"
"SCP1549","CP3385"
"SCP1549","CP7643"
"SCP1549","CP9929"
"SCP1553","CP3880"
"SCP1553","CP5915"
"SCP1553","CP1140"
"SCP1554","CP7684"
"SCP1554","CP3800"
"SCP1554","CP4995"
"SCP1556","CP33"
"SCP1557","CP64"
"SCP1560","CP35"
"SCP1560","CP4667"
"SCP1560","CP1382"
"SCP1562","CP1625"
"SCP1562","CP128"
"SCP1562","CP6694"
"SCP1563","CP41"
"SCP1564","CP4138"
"SCP1564","CP1661"
"SCP1564","CP3719"
"SCP1566","CP9479"
"SCP1566","CP4118"
"SCP1566","CP158"
"SCP1568","CP6011"
"SCP1568","CP3451"
"SCP1568","CP7035"
"SCP1570","CP8651"
"SCP1570","CP3435"
"SCP1570","CP6514"
"SCP1573","CP2417"
"SCP1573","CP34"
"SCP1573","CP1824"
"SCP1581","CP1"
"SCP1587","CP8629"
"SCP1587","CP2846"
"SCP1587","CP1318"
"SCP1589","CP64"
"SCP1592","CP64"
"SCP1593","CP2043"
"SCP1593","CP4109"
"SCP1593","CP3092"
"SCP1597","CP3177"
"SCP1597","CP5112"
"SCP1597","CP7747"
"SCP1601","CP2379"
"SCP1601","CP6937"
"SCP1601","CP2566"
"SCP1602","CP5385"
"SCP1602","CP3139"
"SCP1602","CP9555"
"SCP1604","CP53"
"SCP1605","CP1735"
"SCP1605","CP7141"
"SCP1605","CP2490"
"SCP1609","CP54"
"SCP1611","CP10"
"SCP1613","CP7493"
"SCP1613","CP1551"
"SCP1613","CP6175"
"SCP1614","CP8636"
"SCP1614","CP7621"
"SCP1614","CP7280"
"SCP1615","CP42"
"SCP1617","CP5194"
"SCP1617","CP8157"
"SCP1617","CP7366"
"SCP1620","CP13"
"SCP1621","CP50"
"SCP1623","CP1137"
"SCP1623","CP384"
"SCP1623","CP531"
"SCP1627","CP6699"
"SCP1627","CP4355"
"SCP1627","CP2422"
"SCP1631","CP62"
"SCP1634","CP1017"
"SCP1634","CP6510"
"SCP1634","CP9579"
"SCP1637","CP7658"
"SCP1637","CP394"
"SCP1637","CP2496"
"SCP1639","CP2488"
"SCP1639","CP4013"
"SCP1639","CP2602"
"SCP1641","CP3658"
"SCP1641","CP2617"
"SCP1641","CP9901"
"SCP1647","CP10"
"SCP1651","CP6883"
"SCP1651","CP5486"
"SCP1651","CP4098"
"SCP1652","CP27"
"SCP1654","CP13"
"SCP1657","CP17"
"SCP1660","CP37"
"SCP1665","CP7757"
"SCP1665","CP3959"
"SCP1665","CP1034"
"SCP1668","CP53"
"SCP1670","CP68"
"SCP1670","CP8069"
"SCP1670","CP4182"
"SCP1675","CP15"
"SCP1677","CP8550"
"SCP1677","CP4980"
"SCP1677","CP919"
"SCP1680","CP9690"
"SCP1680","CP8906"
"SCP1680","CP8086"
"SCP1685","CP22"
"SCP1686","CP60"
"SCP1690","CP69"
"SCP1691","CP7539"
"SCP1691","CP6700"
"SCP1691","CP6526"
"SCP1693","CP37"
"SCP1694","CP28"
"SCP1698","CP2468"
"SCP1698","CP8337"
"SCP1698","CP1935"
"SCP1702","CP1070"
"SCP1702","CP6589"
"SCP1702","CP2593"
"SCP1703","CP280"
"SCP1703","CP3789"
"SCP1703","CP7290"
"SCP1704","CP36"
"SCP1708","CP20"
"SCP1725","CP47"
"SCP1730","CP8404"
"SCP1730","CP8181"
"SCP1730","CP6468"
"SCP1732","CP7217"
"SCP1732","CP7877"
"SCP1732","CP3365"
"SCP1733","CP22"
"SCP1735","CP1263"
"SCP1735","CP8892"
"SCP1735","CP7368"
"SCP1737","CP33"
"SCP1740","CP33"
"SCP1743","CP7"
"SCP1744","CP7466"
"SCP1744","CP4628"
"SCP1744","CP4223"
"SCP1745","CP440"
"SCP1745","CP2368"
"SCP1745","CP6222"
"SCP1746","CP5287"
"SCP1746","CP9348"
"SCP1746","CP6333"
"SCP1749","CP65"
"SCP1750","CP936"
"SCP1750","CP3774"
"SCP1750","CP5109"
"SCP1754","CP31"
"SCP1756","CP9923"
"SCP1756","CP6452"
"SCP1756","CP4789"
"SCP1757","CP7972"
"SCP1757","CP2089"
"SCP1757","CP1563"
"SCP1758","CP3229"
"SCP1758","CP7815"
"SCP1758","CP2285"
"SCP1759","CP194"
"SCP1759","CP2648"
"SCP1759","CP96"
"SCP1762","CP15"
"SCP1763","CP4407"
"SCP1763","CP3036"
"SCP1763","CP4377"
"SCP1766","CP1795"
"SCP1766","CP8644"
"SCP1766","CP6105"
"SCP1767","CP16"
"SCP1768","CP42"
"SCP1770","CP32"
"SCP1773","CP1232"
"SCP1773","CP1400"
"SCP1773","CP7862"
"SCP1776","CP3"
"SCP1777","CP6637"
"SCP1777","CP4460"
"SCP1777","CP7980"
"SCP1780","CP2235"
"SCP1780","CP6520"
"SCP1780","CP4646"
"SCP1782","CP26"
"SCP1786","CP5634"
"SCP1786","CP5874"
"SCP1786","CP3169"
"SCP1798","CP12"
"SCP1799","CP4001"
"SCP1799","CP5543"
"SCP1799","CP878"
"SCP1803","CP46"
"SCP1804","CP98"
"SCP1804","CP3755"
"SCP1804","CP3565"
"SCP1810","CP8211"
"SCP1810","CP2388"
"SCP1810","CP4759"
"SCP1816","CP39"
"SCP1818","CP8210"
"SCP1818","CP6125"
"SCP1818","CP4464"
"SCP1823","CP3"
"SCP1824","CP17"
"SCP1825","CP34"
"SCP1828","CP21"
"SCP1831","CP3586"
"SCP1831","CP2951"
"SCP1831","CP3868"
"SCP1833","CP40"
"SCP1836","CP7135"
"SCP1836","CP9375"
"SCP1836","CP8257"
"SCP1838","CP3994"
"SCP1838","CP1015"
"SCP1838","CP7432"
"SCP1840","CP2203"
"SCP1840","CP3369"
"SCP1840","CP153"
"SCP1843","CP5615"
"SCP1843","CP1470"
"SCP1843","CP5038"
"SCP1844","CP5079"
"SCP1844","CP8759"
"SCP1844","CP4521"
"SCP1848","CP9915"
"SCP1848","CP2991"
"SCP1848","CP6818"
"SCP1851","CP5"
"SCP1854","CP33"
"SCP1857","CP27"
"SCP1860","CP15"
"SCP1861","CP2309"
"SCP1861","CP5018"
"SCP1861","CP8160"
"SCP1863","CP9"
"SCP1866","CP35"
"SCP1867","CP9627"
"SCP1867","CP9893"
"SCP1867","CP581"
"SCP1873","CP20"
"SCP1875","CP9943"
"SCP1875","CP6839"
"SCP1875","CP7560"
"SCP1876","CP8815"
"SCP1876","CP6485"
"SCP1876","CP5483"
"SCP1877","CP8507"
"SCP1877","CP2942"
"SCP1877","CP4793"
"SCP1882","CP2056"
"SCP1882","CP4358"
"SCP1882","CP2365"
"SCP1884","CP6"
"SCP1886","CP52"
"SCP1897","CP17"
"SCP1899","CP7534"
"SCP1899","CP413"
"SCP1899","CP8275"
"SCP1901","CP2869"
"SCP1901","CP8017"
"SCP1901","CP6247"
"SCP1902","CP1469"
"SCP1902","CP9671"
"SCP1902","CP1333"
"SCP1904","CP5991"
"SCP1904","CP4875"
"SCP1904","CP3384"
"SCP1910","CP8948"
"SCP1910","CP1241"
"SCP1910","CP8188"
"SCP1915","CP1602"
"SCP1915","CP925"
"SCP1915","CP6380"
"SCP1916","CP4303"
"SCP1916","CP9544"
"SCP1916","CP5735"
"SCP1917","CP10"
"SCP1919","CP6546"
"SCP1919","CP1035"
"SCP1919","CP9326"
"SCP1920","CP70"
"SCP1923","CP1297"
"SCP1923","CP7561"
"SCP1923","CP2698"
"SCP1926","CP30"
"SCP1932","CP4651"
"SCP1932","CP4526"
"SCP1932","CP9762"
"SCP1933","CP31"
"SCP1941","CP8042"
"SCP1941","CP8526"
"SCP1941","CP5268"
"SCP1942","CP70"
"SCP1945","CP63"
"SCP1951","CP6792"
"SCP1951","CP6849"
"SCP1951","CP5146"
"SCP1952","CP19"
"SCP1955","CP34"
"SCP1956","CP3865"
"SCP1956","CP7639"
"SCP1956","CP7266"
"SCP1960","CP26"
"SCP1961","CP9851"
"SCP1961","CP586"
"SCP1961","CP8906"
"SCP1962","CP4444"
"SCP1962","CP6771"
"SCP1962","CP1134"
"SCP1963","CP9"
"SCP1967","CP59"
"SCP1969","CP32"
"SCP1972","CP27"
"SCP1973","CP8110"
"SCP1973","CP2436"
"SCP1973","CP7983"
"SCP1978","CP313"
"SCP1978","CP9363"
"SCP1978","CP2042"
"SCP1981","CP26"
"SCP1983","CP805"
"SCP1983","CP4504"
"SCP1983","CP7933"
"SCP1985","CP1970"
"SCP1985","CP6672"
"SCP1985","CP8182"
"SCP1988","CP9"
"SCP1993","CP9864"
"SCP1993","CP5353"
"SCP1993","CP7970"
"SCP1994","CP6018"
"SCP1994","CP8014"
"SCP1994","CP3785"
"SCP1995","CP4437"
"SCP1995","CP8924"
"SCP1995","CP8704"
"SCP1996","CP4365"
"SCP1996","CP6586"
"SCP1996","CP3696"
"SCP1997","CP1609"
"SCP1997","CP5828"
"SCP1997","CP237"
"SCP1999","CP2317"
"SCP1999","CP4939"
"SCP1999","CP9621"
"SCP2001","CP7759"
"SCP2001","CP3723"
"SCP2001","CP5209"
"SCP2003","CP705"
"SCP2003","CP4420"
"SCP2003","CP1510"
"SCP2005","CP7927"
"SCP2005","CP8149"
"SCP2005","CP353"
"SCP2007","CP5588"
"SCP2007","CP2809"
"SCP2007","CP3347"
"SCP2008","CP23"
"SCP2012","CP27"
"SCP2018","CP585"
"SCP2018","CP8075"
"SCP2018","CP6021"
"SCP2019","CP5666"
"SCP2019","CP8750"
"SCP2019","CP9023"
"SCP2020","CP2"
"SCP2023","CP59"
"SCP2026","CP1972"
"SCP2026","CP2088"
"SCP2026","CP3456"
"SCP2034","CP4022"
"SCP2034","CP2212"
"SCP2034","CP7674"
"SCP2038","CP46"
"SCP2046","CP38"
"SCP2047","CP34"
"SCP2050","CP64"
"SCP2054","CP68"
"SCP2060","CP5995"
"SCP2060","CP6748"
"SCP2060","CP2428"
"SCP2062","CP6067"
"SCP2062","CP838"
"SCP2062","CP1993"
"SCP2064","CP1078"
"SCP2064","CP1532"
"SCP2064","CP928"
"SCP2066","CP7888"
"SCP2066","CP4161"
"SCP2066","CP2397"
"SCP2067","CP4472"
"SCP2067","CP6717"
"SCP2067","CP7174"
"SCP2068","CP2075"
"SCP2068","CP8589"
"SCP2068","CP4815"
"SCP2070","CP1816"
"SCP2070","CP5450"
"SCP2070","CP109"
"SCP2073","CP31"
"SCP2079","CP2180"
"SCP2079","CP3579"
"SCP2079","CP1282"
"SCP2080","CP37"
"SCP2083","CP2452"
"SCP2083","CP8305"
"SCP2083","CP9095"
"SCP2089","CP60"
"SCP2090","CP24"
"SCP2093","CP40"
"SCP2094","CP2602"
"SCP2094","CP678"
"SCP2094","CP7815"
"SCP2095","CP2096"
"SCP2095","CP3247"
"SCP2095","CP6706"
"SCP2096","CP23"
"SCP2098","CP70"
"SCP2099","CP34"
"SCP2104","CP59"
"SCP2107","CP32"
"SCP2108","CP9057"
"SCP2108","CP6693"
"SCP2108","CP820"
"SCP2109","CP7648"
"SCP2109","CP6816"
"SCP2109","CP2252"
"SCP2112","CP38"
"SCP2116","CP8269"
"SCP2116","CP4517"
"SCP2116","CP2526"
"SCP2117","CP66"
"SCP2120","CP54"
"SCP2121","CP17"
"SCP2125","CP64"
"SCP2127","CP5354"
"SCP2127","CP9482"
"SCP2127","CP2178"
"SCP2128","CP57"
"SCP2129","CP29"
"SCP2131","CP3781"
"SCP2131","CP8036"
"SCP2131","CP6296"
"SCP2132","CP964"
"SCP2132","CP8585"
"SCP2132","CP5125"
"SCP2138","CP8962"
"SCP2138","CP6624"
"SCP2138","CP1944"
"SCP2141","CP8817"
"SCP2141","CP13"
"SCP2141","CP3822"
"SCP2142","CP59"
"SCP2143","CP20"
"SCP2144","CP64"
"SCP2145","CP69"
"SCP2147","CP51"
"SCP2150","CP8056"
"SCP2150","CP8559"
"SCP2150","CP6884"
"SCP2152","CP48"
"SCP2153","CP9465"
"SCP2153","CP3695"
"SCP2153","CP6507"
"SCP2156","CP59"
"SCP2159","CP2572"
"SCP2159","CP7590"
"SCP2159","CP4017"
"SCP2162","CP7478"
"SCP2162","CP3251"
"SCP2162","CP9865"
"SCP2163","CP8294"
"SCP2163","CP8876"
"SCP2163","CP7308"
"SCP2164","CP28"
"SCP2167","CP17"
"SCP2169","CP28"
"SCP2174","CP3495"
"SCP2174","CP7351"
"SCP2174","CP2093"
"SCP2175","CP180"
"SCP2175","CP7787"
"SCP2175","CP6350"
"SCP2178","CP44"
"SCP2179","CP19"
"SCP2180","CP8351"
"SCP2180","CP9329"
"SCP2180","CP3947"
"SCP2183","CP41"
"SCP2188","CP27"
"SCP2189","CP41"
"SCP2191","CP9"
"SCP2192","CP24"
"SCP2193","CP9020"
"SCP2193","CP9063"
"SCP2193","CP1532"
"SCP2194","CP58"
"SCP2195","CP5637"
"SCP2195","CP5831"
"SCP2195","CP4347"
"SCP2196","CP6471"
"SCP2196","CP5176"
"SCP2196","CP7568"
"SCP2198","CP5627"
"SCP2198","CP6250"
"SCP2198","CP5684"
"SCP2200","CP7451"
"SCP2200","CP3661"
"SCP2200","CP3221"
"SCP2201","CP46"
"SCP2202","CP16"
"SCP2204","CP31"
"SCP2206","CP2323"
"SCP2206","CP943"
"SCP2206","CP271"
"SCP2212","CP54"
"SCP2213","CP69"
"SCP2215","CP61"
"SCP2217","CP30"
"SCP2218","CP26"
"SCP2221","CP4766"
"SCP2221","CP5906"
"SCP2221","CP3482"
"SCP2224","CP1972"
"SCP2224","CP3775"
"SCP2224","CP367"
"SCP2225","CP6915"
"SCP2225","CP7129"
"SCP2225","CP9283"
"SCP2228","CP6198"
"SCP2228","CP3020"
"SCP2228","CP1203"
"SCP2232","CP22"
"SCP2234","CP8422"
"SCP2234","CP73"
"SCP2234","CP2775"
"SCP2235","CP3894"
"SCP2235","CP1440"
"SCP2235","CP3015"
"SCP2236","CP59"
"SCP2239","CP1421"
"SCP2239","CP9534"
"SCP2239","CP9540"
"SCP2244","CP5052"
"SCP2244","CP9817"
"SCP2244","CP9173"
"SCP2246","CP8989"
"SCP2246","CP8898"
"SCP2246","CP2571"
"SCP2247","CP3367"
"SCP2247","CP747"
"SCP2247","CP9122"
"SCP2249","CP4659"
"SCP2249","CP7001"
"SCP2249","CP1598"
"SCP2251","CP44"
"SCP2252","CP4873"
"SCP2252","CP267"
"SCP2252","CP3950"
"SCP2253","CP66"
"SCP2254","CP3298"
"SCP2254","CP4025"
"SCP2254","CP9477"
"SCP2258","CP8602"
"SCP2258","CP95"
"SCP2258","CP5156"
"SCP2262","CP57"
"SCP2262","CP5467"
"SCP2262","CP3029"
"SCP2263","CP47"
"SCP2267","CP32"
"SCP2270","CP8241"
"SCP2270","CP9781"
"SCP2270","CP1641"
"SCP2275","CP1325"
"SCP2275","CP3518"
"SCP2275","CP2157"
"SCP2276","CP3131"
"SCP2276","CP5510"
"SCP2276","CP2413"
"SCP2280","CP61"
"SCP2283","CP6335"
"SCP2283","CP2455"
"SCP2283","CP2432"
"SCP2286","CP4898"
"SCP2286","CP3973"
"SCP2286","CP281"
"SCP2294","CP3"
"SCP2296","CP7249"
"SCP2296","CP9068"
"SCP2296","CP905"
"SCP2297","CP9137"
"SCP2297","CP5643"
"SCP2297","CP5871"
"SCP2298","CP3458"
"SCP2298","CP8958"
"SCP2298","CP1623"
"SCP2302","CP6314"
"SCP2302","CP7099"
"SCP2302","CP4063"
"SCP2307","CP1135"
"SCP2307","CP4430"
"SCP2307","CP6727"
"SCP2311","CP7888"
"SCP2311","CP9878"
"SCP2311","CP4992"
"SCP2312","CP41"
"SCP2314","CP6522"
"SCP2314","CP9074"
"SCP2314","CP2446"
"SCP2315","CP8191"
"SCP2315","CP5871"
"SCP2315","CP3812"
"SCP2316","CP35"
"SCP2319","CP47"
"SCP2320","CP7814"
"SCP2320","CP7367"
"SCP2320","CP8981"
"SCP2321","CP6923"
"SCP2321","CP4214"
"SCP2321","CP876"
"SCP2322","CP62"
"SCP2324","CP1786"
"SCP2324","CP3771"
"SCP2324","CP8122"
"SCP2328","CP56"
"SCP2330","CP7436"
"SCP2330","CP493"
"SCP2330","CP396"
"SCP2333","CP18"
"SCP2335","CP37"
"SCP2336","CP34"
"SCP2337","CP2935"
"SCP2337","CP4454"
"SCP2337","CP8262"
"SCP2342","CP61"
"SCP2344","CP5606"
"SCP2344","CP962"
"SCP2344","CP8289"
"SCP2353","CP65"
"SCP2354","CP1200"
"SCP2354","CP9281"
"SCP2354","CP5983"
"SCP2358","CP5640"
"SCP2358","CP2935"
"SCP2358","CP6504"
"SCP2366","CP4453"
"SCP2366","CP284"
"SCP2366","CP1355"
"SCP2368","CP31"
"SCP2369","CP14"
"SCP2370","CP700"
"SCP2370","CP7005"
"SCP2370","CP9693"
"SCP2372","CP60"
"SCP2373","CP24"
"SCP2375","CP3"
"SCP2377","CP9244"
"SCP2377","CP9771"
"SCP2377","CP7660"
"SCP2378","CP7"
"SCP2379","CP68"
"SCP2380","CP8651"
"SCP2380","CP5200"
"SCP2380","CP163"
"SCP2381","CP47"
"SCP2382","CP4565"
"SCP2382","CP8722"
"SCP2382","CP5225"
"SCP2383","CP3041"
"SCP2383","CP8022"
"SCP2383","CP9708"
"SCP2384","CP25"
"SCP2385","CP2433"
"SCP2385","CP5372"
"SCP2385","CP8957"
"SCP2389","CP9671"
"SCP2389","CP1662"
"SCP2389","CP3986"
"SCP2390","CP5251"
"SCP2390","CP3100"
"SCP2390","CP290"
"SCP2392","CP26"
"SCP2394","CP4100"
"SCP2394","CP7156"
"SCP2394","CP1355"
"SCP2395","CP6476"
"SCP2395","CP8863"
"SCP2395","CP9953"
"SCP2396","CP5398"
"SCP2396","CP2160"
"SCP2396","CP3455"
"SCP2397","CP22"
"SCP2398","CP5562"
"SCP2398","CP5609"
"SCP2398","CP9063"
"SCP2399","CP7746"
"SCP2399","CP2198"
"SCP2399","CP762"
"SCP2400","CP9386"
"SCP2400","CP203"
"SCP2400","CP9030"
"SCP2401","CP8245"
"SCP2401","CP5720"
"SCP2401","CP4282"
"SCP2402","CP2306"
"SCP2402","CP4869"
"SCP2402","CP37"
"SCP2404","CP56"
"SCP2405","CP64"
"SCP2407","CP50"
"SCP2408","CP6465"
"SCP2408","CP4397"
"SCP2408","CP9719"
"SCP2409","CP58"
"SCP2410","CP12"
"SCP2415","CP20"
"SCP2416","CP9499"
"SCP2416","CP4088"
"SCP2416","CP8461"
"SCP2420","CP58"
"SCP2422","CP62"
"SCP2426","CP32"
"SCP2427","CP36"
"SCP2430","CP4099"
"SCP2430","CP4031"
"SCP2430","CP3416"
"SCP2434","CP5816"
"SCP2434","CP4444"
"SCP2434","CP4131"
"SCP2435","CP5895"
"SCP2435","CP9075"
"SCP2435","CP3554"
"SCP2436","CP53"
"SCP2443","CP19"
"SCP2444","CP2891"
"SCP2444","CP2267"
"SCP2444","CP2399"
"SCP2445","CP2"
"SCP2446","CP32"
"SCP2450","CP15"
"SCP2452","CP57"
"SCP2455","CP6351"
"SCP2455","CP6220"
"SCP2455","CP5108"
"SCP2457","CP3917"
"SCP2457","CP4584"
"SCP2457","CP9173"
"SCP2458","CP4148"
"SCP2458","CP9074"
"SCP2458","CP1790"
"SCP2462","CP7507"
"SCP2462","CP3452"
"SCP2462","CP9366"
"SCP2464","CP3177"
"SCP2464","CP4881"
"SCP2464","CP3038"
"SCP2466","CP44"
"SCP2467","CP66"
"SCP2469","CP3585"
"SCP2469","CP767"
"SCP2469","CP6238"
"SCP2471","CP50"
"SCP2474","CP5024"
"SCP2474","CP8418"
"SCP2474","CP2508"
"SCP2484","CP11"
"SCP2485","CP59"
"SCP2488","CP26"
"SCP2489","CP8456"
"SCP2489","CP6052"
"SCP2489","CP7754"
"SCP2492","CP5584"
"SCP2492","CP275"
"SCP2492","CP2858"
"SCP2498","CP490"
"SCP2498","CP1853"
"SCP2498","CP9169"
"SCP2499","CP30"
"SCP2501","CP44"
"SCP2505","CP7759"
"SCP2505","CP5945"
"SCP2505","CP5382"
"SCP2513","CP56"
"SCP2514","CP3479"
"SCP2514","CP7382"
"SCP2514","CP5952"
"SCP2515","CP8626"
"SCP2515","CP5270"
"SCP2515","CP4598"
"SCP2518","CP21"
"SCP2520","CP60"
"SCP2522","CP28"
"SCP2523","CP49"
"SCP2528","CP2663"
"SCP2528","CP7493"
"SCP2528","CP4398"
"SCP2530","CP9"
"SCP2535","CP7857"
"SCP2535","CP829"
"SCP2535","CP7476"
"SCP2537","CP68"
"SCP2538","CP6420"
"SCP2538","CP6807"
"SCP2538","CP6579"
"SCP2539","CP65"
"SCP2546","CP8956"
"SCP2546","CP7776"
"SCP2546","CP4744"
"SCP2549","CP14"
"SCP2552","CP58"
"SCP2553","CP9254"
"SCP2553","CP2837"
"SCP2553","CP9261"
"SCP2554","CP29"
"SCP2558","CP70"
"SCP2562","CP267"
"SCP2562","CP2304"
"SCP2562","CP1018"
"SCP2563","CP6431"
"SCP2563","CP3895"
"SCP2563","CP668"
"SCP2564","CP15"
"SCP2566","CP587"
"SCP2566","CP5634"
"SCP2566","CP2917"
"SCP2568","CP66"
"SCP2570","CP7703"
"SCP2570","CP5847"
"SCP2570","CP1254"
"SCP2571","CP68"
"SCP2575","CP924"
"SCP2575","CP723"
"SCP2575","CP9453"
"SCP2577","CP37"
"SCP2579","CP53"
"SCP2580","CP52"
"SCP2584","CP3570"
"SCP2584","CP2418"
"SCP2584","CP8400"
"SCP2587","CP2025"
"SCP2587","CP1812"
"SCP2587","CP6157"
"SCP2591","CP4915"
"SCP2591","CP4519"
"SCP2591","CP8493"
"SCP2593","CP841"
"SCP2593","CP3608"
"SCP2593","CP1294"
"SCP2596","CP6826"
"SCP2596","CP5983"
"SCP2596","CP4215"
"SCP2597","CP15"
"SCP2598","CP8067"
"SCP2598","CP7151"
"SCP2598","CP7041"
"SCP2603","CP8"
"SCP2606","CP32"
"SCP2610","CP1"
"SCP2611","CP14"
"SCP2628","CP7134"
"SCP2628","CP379"
"SCP2628","CP5025"
"SCP2632","CP4059"
"SCP2632","CP5867"
"SCP2632","CP3196"
"SCP2636","CP43"
"SCP2639","CP7001"
"SCP2639","CP2803"
"SCP2639","CP337"
"SCP2642","CP33"
"SCP2648","CP41"
"SCP2650","CP133"
"SCP2650","CP3138"
"SCP2650","CP3471"
"SCP2654","CP7681"
"SCP2654","CP7687"
"SCP2654","CP7886"
"SCP2655","CP30"
"SCP2656","CP2"
"SCP2660","CP331"
"SCP2660","CP9226"
"SCP2660","CP5334"
"SCP2661","CP586"
"SCP2661","CP8258"
"SCP2661","CP8079"
"SCP2662","CP5409"
"SCP2662","CP5177"
"SCP2662","CP5111"
"SCP2668","CP8086"
"SCP2668","CP5831"
"SCP2668","CP2316"
"SCP2669","CP21"
"SCP2671","CP36"
"SCP2672","CP13"
"SCP2674","CP21"
"SCP2676","CP14"
"SCP2677","CP12"
"SCP2678","CP2704"
"SCP2678","CP8767"
"SCP2678","CP1319"
"SCP2679","CP43"
"SCP2680","CP5620"
"SCP2680","CP2661"
"SCP2680","CP9186"
"SCP2681","CP11"
"SCP2684","CP5591"
"SCP2684","CP9478"
"SCP2684","CP104"
"SCP2689","CP672"
"SCP2689","CP5151"
"SCP2689","CP9777"
"SCP2691","CP25"
"SCP2693","CP8080"
"SCP2693","CP149"
"SCP2693","CP9496"
"SCP2694","CP6109"
"SCP2694","CP1874"
"SCP2694","CP8264"
"SCP2698","CP49"
"SCP2699","CP818"
"SCP2699","CP8684"
"SCP2699","CP2914"
"SCP2703","CP32"
"SCP2705","CP56"
"SCP2706","CP1726"
"SCP2706","CP2386"
"SCP2706","CP5492"
"SCP2707","CP4202"
"SCP2707","CP3521"
"SCP2707","CP7585"
"SCP2708","CP8"
"SCP2709","CP16"
"SCP2714","CP32"
"SCP2716","CP17"
"SCP2717","CP56"
"SCP2724","CP24"
"SCP2725","CP51"
"SCP2727","CP60"
"SCP2728","CP67"
"SCP2729","CP7953"
"SCP2729","CP901"
"SCP2729","CP585"
"SCP2730","CP41"
"SCP2732","CP39"
"SCP2735","CP2599"
"SCP2735","CP5425"
"SCP2735","CP576"
"SCP2736","CP49"
"SCP2739","CP27"
"SCP2746","CP18"
"SCP2748","CP5"
"SCP2753","CP3692"
"SCP2753","CP6078"
"SCP2753","CP1190"
"SCP2755","CP1085"
"SCP2755","CP9850"
"SCP2755","CP7981"
"SCP2757","CP2744"
"SCP2757","CP6854"
"SCP2757","CP9966"
"SCP2758","CP61"
"SCP2760","CP6973"
"SCP2760","CP2382"
"SCP2760","CP9383"
