RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID212,Low,The Control Panel shall provide means to cancel alarm signal inactivation.1,Low,Low,Y
RA_ID213,Low,The scanner shall read and authenticate information from the clinician’s badge1,Medium,Low,Y
RA_ID214,Medium,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)1",High,Low,Y
RA_ID215,Low,tactile response (button press).1,Low,Low,Y
RA_ID216,Low,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.1",Medium,Low,Y
RA_ID217,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.1,Medium,High,Y
RA_ID218,Medium,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops1",Medium,High,N
RA_ID219,Low,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",Medium,High,Y
RA_ID220,Medium,"–requirement removed, Rx read from drug container by scanner1",Low,Catastrophic,Y
RA_ID221,Low,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.1,High,Low,N
RA_ID222,Low,"display of visual information, and1",Low,Catastrophic,Y
RA_ID223,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.1,Low,High,Y
RA_ID224,Medium,Each log entry shall have a time stamp81 with its time of occurrence.1,Low,Low,Y
RA_ID225,Medium,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist1",Low,High,Y
RA_ID226,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow1",Low,Low,Y
RA_ID227,Medium,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop1",Low,Catastrophic,Y
RA_ID228,Low,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.1",Low,Catastrophic,Y
RA_ID229,Medium,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized1,Medium,Low,Y
RA_ID230,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Medium,Low,Y
RA_ID231,Low,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.1,Low,Low,Y
RA_ID232,Low,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication1",Low,Low,Y
RA_ID233,Low,The mechanical pump shall not allow reverse flow from the patient into the pump.2,Medium,Low,Y
RA_ID234,High,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.2",Low,High,Y
RA_ID235,Medium,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.2",Low,High,Y
RA_ID236,Medium,The PCA pump shall detect upstream occlusion.2,Medium,Low,Y
RA_ID237,Low,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops2",High,Low,Y
RA_ID238,Low,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist2",Medium,Catastrophic,Y
RA_ID239,Medium,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment2,Low,Catastrophic,Y
RA_ID240,Low,"display of visual information, and2",Medium,Catastrophic,Y
RA_ID241,Medium,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.2,Low,Low,Y
RA_ID242,Low,Patient-requested bolus delivery shall be immediately halted when alarms sound.2,Low,Low,Y
RA_ID243,Medium,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)2",High,Low,Y
RA_ID244,High,The Control Panel shall provide means to inactivate audible alarms indefinitely2,Low,Low,Y
RA_ID245,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow2",Medium,High,Y
RA_ID246,Medium,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.2,Low,Low,Y
RA_ID247,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.2",Low,Low,Y
RA_ID248,Medium,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke2",Low,Low,Y
RA_ID249,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.2",Medium,Low,Y
RA_ID250,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops2",Medium,Low,Y
RA_ID251,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.2,Medium,High,Y
RA_ID252,Low,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.2,Medium,Low,Y
RA_ID253,Low,sound of audible alarm2,Low,Low,N
RA_ID254,Medium,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.2",Low,Low,Y
RA_ID255,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.2,Medium,Low,Y
RA_ID256,Low,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.2",Low,High,Y
RA_ID257,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.2,High,Low,N
RA_ID258,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.2,High,High,Y
RA_ID259,High,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.2",Low,Low,Y
RA_ID260,Low,The PCA pump shall have a start button.2,Medium,High,Y
RA_ID261,Medium,The control panel must display currently-programmed patient data and physician’s prescription.2,Low,Low,Y
RA_ID262,Low,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.2",Low,Low,Y
RA_ID263,High,The event log shall record 30 days of typical events before overwriting oldest event records first.2,Low,High,Y
RA_ID264,Low,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.2",Low,Catastrophic,Y
RA_ID265,Medium,Each log entry shall have a time stamp81 with its time of occurrence.2,Medium,High,Y
RA_ID266,Medium,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated2",Low,Low,Y
RA_ID267,Medium,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).2",Medium,Low,Y
RA_ID268,Low,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.2",Low,Low,Y
RA_ID269,Low,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions2",Low,Catastrophic,Y
RA_ID270,Medium,The PCA pump shall issue alarms and warnings that require clinician attention.2,Low,Catastrophic,Y
RA_ID271,Low,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown2",Low,Low,Y
RA_ID272,Low,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.2,Medium,Low,Y
RA_ID273,Low,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.2,Low,Low,Y
RA_ID274,Low,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.2",Low,Low,Y
RA_ID275,Low,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE2",High,Low,Y
RA_ID276,Low,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.2",Low,High,Y
RA_ID277,Low,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided2",Medium,Low,Y
RA_ID278,Low,The PCA pump shall have a stop button2,Low,Low,Y
RA_ID279,High,Alarms shall be issued in order of occurrence.2,Medium,Low,Y
RA_ID280,Low,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump2",Low,Low,Y
RA_ID281,Medium,tactile response (button press).2,Medium,Low,Y
RA_ID282,Low,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.2,Low,Catastrophic,Y
